,Unnamed: 0,job_titles,companys,location,employment_type,gov_support,salary,links,industrys
35,35,"VP, Quantitative Analyst",BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Manager,,Salary undisclosed,https://www.mycareersfuture.sg/job/vp-quantitative-analyst-bluechip-platforms-asia-2b4104f58e48e46330b288c0304d44e7,Banking and Finance ...
38,38,Network Function Virtualisation (NFV) Focal Engineer – Service Provider Networks,MTS GLOBAL PTE. LTD.,South,Senior Executive,Government support available,"$6,000to$10,000",https://www.mycareersfuture.sg/job/network-function-virtualisation-focal-engineer-%E2%80%93-service-provider-networks-mts-global-b2877e0b62a73ed940e35069afe58aed,Information Technology
39,39,Android Developer and Technical Support,RUBICOR GROUP PTE. LIMITED,Central,Executive,,"$5,000to$7,000",https://www.mycareersfuture.sg/job/android-developer-technical-support-rubicor-group-c571ecf872f314dabdf8c7c1302bd8f7,Information Technology
42,42,BigData Engineer,INTELLECT MINDS PTE. LTD.,Central,Executive,Government support available,"$6,500to$8,500",https://www.mycareersfuture.sg/job/bigdata-engineer-intellect-minds-d6f2bed7608ce6182cce97d3a7c149f4,Human Resources 
43,43,Cloud Infrastructure Automation Architect /  Engineer,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$15,000",https://www.mycareersfuture.sg/job/cloud-infrastructure-automation-architect-engineer-government-technology-agency-faf1add963a4b8a92fc7d8047c2ae2f0,Information Technology ...
44,44,Cloud Service Management Architect /  Engineer,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$15,000",https://www.mycareersfuture.sg/job/cloud-service-management-architect-engineer-government-technology-agency-8cc591bc1d43f492d4c2542f5f394d7c,Information Technology ...
45,45,"Infrastructure Engineer, Infrastructure and Application Monitoring",GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/infrastructure-engineer-infrastructure-application-monitoring-government-technology-agency-3f20077c93fc0eb69ae0ec30f4aefbac,Information Technology ...
49,49,Senior Software Engineer,CAPITA PTE. LTD.,Islandwide,Professional,Government support available,"$5,400to$6,800",https://www.mycareersfuture.sg/job/senior-software-engineer-capita-e4470ad490769b84f582cc9fb3b89395,Information Technology
50,50,"Infrastructure Engineer, Infrastructure and Application Monitoring",GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$10,000",https://www.mycareersfuture.sg/job/infrastructure-engineer-infrastructure-application-monitoring-government-technology-agency-5434bed1a316424b94d6fa9a2576365a,Information Technology ...
51,51,Cloud Service Management Architect /  Engineer,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$15,000",https://www.mycareersfuture.sg/job/cloud-service-management-architect-engineer-government-technology-agency-71eeaf06ca44905f1c0bec7da03a2a15,Information Technology ...
52,52,Cloud Infrastructure Automation Architect /  Engineer,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$15,000",https://www.mycareersfuture.sg/job/cloud-infrastructure-automation-architect-engineer-government-technology-agency-ac02cdf756f665084f3aa0bcf347736f,Information Technology ...
54,54,Lecturer - Cyber & Network Security,Institute of Technical Education,,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/lecturer-cyber-network-security-institute-technical-education-2d5e256f71950dd606a1f603e7d179a8,Information Technology ...
55,55,Lecturer - Mechatronics Engineering,Institute of Technical Education,,Executive,,"$3,000to$6,000",https://www.mycareersfuture.sg/job/lecturer-mechatronics-engineering-institute-technical-education-2dcd2678ccc00bac6fb6150a34a3d24c,Engineering ...
59,59,Senior Software Testing Engineer,HONESTBEE PTE. LTD.,South,Professional ...,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-software-testing-engineer-honestbee-3feb7b981fd2da6cecdd7675f320a116,Information Technology
62,62,Java Developer,SANDBOX CONSULTING PTE. LTD.,Islandwide,Senior Management,Government support available,"$4,000to$10,000",https://www.mycareersfuture.sg/job/java-developer-sandbox-consulting-9354fee482b29f48084f83edc518149b,Information Technology
63,63,Devops Engineer,SANDBOX CONSULTING PTE. LTD.,Islandwide,Senior Management,Government support available,"$5,000to$12,000",https://www.mycareersfuture.sg/job/devops-engineer-sandbox-consulting-3336f7a27da1247464147a2e7a664624,Information Technology
64,64,Software Quality Assurance Engineer,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/software-quality-assurance-engineer-government-technology-agency-08e058e3899f0af3bcd08d15b44c240c,Information Technology ...
66,66,Risk Associate - Leading Fund Management,BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/risk-associate-leading-fund-management-bluechip-platforms-asia-b15d7d27b0e37afebd03e7360a751a8f,Risk Management ...
67,67,Android Software Developer @ West  /  5 Days - LD,TARGET RECRUITMENT PTE. LTD.,West,Professional,Government support available,"$5,000to$6,000",https://www.mycareersfuture.sg/job/android-software-developer-west-5-days-ld-target-recruitment-3eda29a70bc21b0f750254a99b822035,Information Technology
69,69,"SVP, Consumer Finance Technology, CBG Technology, T&O (190000EW)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,000to$20,000",https://www.mycareersfuture.sg/job/svp-consumer-finance-technology-cbg-technology-to-dbs-bank-b439604f5e1733831545a25544f69711,Information Technology
70,70,"VP, Consumer Finance Technology,  CBG Technology, T&O (190000EW)",DBS BANK LTD.,East,Senior Management,Government support available,"$10,400to$18,700",https://www.mycareersfuture.sg/job/vp-consumer-finance-technology-cbg-technology-to-dbs-bank-090975944b3429795727a6eac0005616,Information Technology
72,72,Web Developer,THE SOFTWARE PRACTICE PTE. LTD.,South,Executive,Government support available,"$3,000to$5,000",https://www.mycareersfuture.sg/job/web-developer-software-practice-d5875492b992b1cf4e6150e0b81cb51d,Information Technology
73,73,"Associate / AVP, Risk Modelling, Investment Management",BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Professional,,Salary undisclosed,https://www.mycareersfuture.sg/job/associate-avp-risk-modelling-investment-management-bluechip-platforms-asia-950ef0708fcb4e3e36ddb85702e62626,Banking and Finance ...
74,74,"Assistant Manager, GeoSpatial Systems & Technology ",Singapore Land Authority,,Manager,,"$4,500to$6,800",https://www.mycareersfuture.sg/job/assistant-manager-geospatial-systems-technology-singapore-land-authority-339ee3ef9156d0b08ad9873899c8f1f0,Information Technology ...
79,79,Senior Manager  /  Manager (Industry Research),Ministry of Communications and Information,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-manager-manager-ministry-communications-information-0780f3370bcc2b31fcd20822dec63963,Engineering ...
82,82,"Senior Quant Developer, Alternative Investments",BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Senior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/senior-quant-developer-alternative-investments-bluechip-platforms-asia-56a5a964fe6b3727413420dad0656a2f,Banking and Finance ...
83,83,Business Information Security Officer (AVP /  VP),BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Manager,,Salary undisclosed,https://www.mycareersfuture.sg/job/business-information-security-officer-bluechip-platforms-asia-03dadc31b1e10586b6bf6a83900f6ce1,Risk Management ...
84,84,School of Infocomm - Lecturer (FinTech),Republic Polytechnic,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/school-infocomm-lecturer-republic-polytechnic-d5d71294e83c0047bdc8738269888d94,Education and Training ...
86,86,Visiting Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,South,Non-executive,Government support available,"$6,000to$7,000",https://www.mycareersfuture.sg/job/visiting-research-fellow-national-university-singapore-7713ab5099603f7d9151df63ac2f36bf,Sciences / Laboratory / R&D
90,90,Senior Data Architect,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,"South, East, Central",Professional,Government support available,"$9,000to$12,500",https://www.mycareersfuture.sg/job/senior-data-architect-hydrogen-consulting-solutions-1aff851cc4fd39d6a38b9ee85aad235c,Banking and Finance
91,91,QA Engineer,HONESTBEE PTE. LTD.,South,Executive ...,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/qa-engineer-honestbee-5065ab533865936cf143b05741651f89,Information Technology
93,93,IT Trainer ( Mobile Development / Programming),IT ENABLER CONSULTANCY PTE. LTD.,East,Junior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/trainer-enabler-consultancy-6d3a184122adea9d0ae184f8b23c8929,Education and Training
95,95,"Analyst, Business Intelligence",GO-JEK SINGAPORE PTE. LTD.,Central,Executive,Government support available,"$3,500to$5,000",https://www.mycareersfuture.sg/job/analyst-business-intelligence-go-jek-singapore-72f542e8846bf2d249771da80bac2f1b,Consulting  ...
96,96,Market Risk Analyst – LNG trading multinational,KERRY CONSULTING PTE. LTD.,Islandwide,Senior Executive,Government support available,"$6,500to$10,000",https://www.mycareersfuture.sg/job/market-risk-analyst-%E2%80%93-lng-trading-multinational-kerry-consulting-bbda1b5d28be04186d0d64972d47f98e,Banking and Finance
98,98,Oracle Database Administrator,ARYAN SOLUTIONS PTE. LTD.,East,Manager ...,Government support available,"$6,500to$7,500",https://www.mycareersfuture.sg/job/oracle-database-administrator-aryan-solutions-7ea07d8ac4c060d4d7ff3c55491eb02c,Information Technology
104,104,Full Stack Developer,YOLO TECHNOLOGY PTE. LTD.,East,Senior Executive,,"$4,000to$5,000",https://www.mycareersfuture.sg/job/full-stack-developer-yolo-technology-bf25c6a997552307f47d17035a5712e1,Information Technology
105,105,Software Test Automation Lead,INTERNATIONAL SOS TECHNOLOGY SERVICES PTE. LTD.,East,Professional,Government support available,"$6,500to$7,000",https://www.mycareersfuture.sg/job/software-test-automation-lead-international-sos-technology-services-05a7eb01428413e3fc1c0a5b3694ebf4,Risk Management ...
106,106,"Application Consultant (Java, CSS3, HTML5)",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,"East, Central",Junior Executive,,"$4,500to$6,500",https://www.mycareersfuture.sg/job/application-consultant-optimum-solutions-8f3720651ccc23e555d7986cdc4906c6,Information Technology
108,108,Research Engineer (ARTC),A*STAR RESEARCH ENTITIES,West,Non-executive,,"$2,500to$5,000",https://www.mycareersfuture.sg/job/research-engineer-astar-research-entities-d4dd3a7fe9362fce8e61df3bf2c9147c,Sciences / Laboratory / R&D
109,109,Scientist (ARTC),A*STAR RESEARCH ENTITIES,West,Non-executive,,"$4,500to$9,000",https://www.mycareersfuture.sg/job/scientist-astar-research-entities-e996e1e8cbfca05d15955637a3dbb207,Sciences / Laboratory / R&D
112,112,Software Engineer (DevOps NFV),GATEWAY SEARCH PTE. LTD.,Central,Professional,Government support available,Salary undisclosed,https://www.mycareersfuture.sg/job/software-engineer-gateway-search-6a9b92d7e2f4f6b6283fec89cfc93c7d,Engineering
114,114,Application Developer,THAKRAL ONE PTE. LTD.,Central,Professional,Government support available,"$3,000to$5,000",https://www.mycareersfuture.sg/job/application-developer-thakral-one-36af137226f3f24949e6cb891f32e540,Banking and Finance
115,115,Energy Systems Expert (Cooling Singapore 1.5),ETH SINGAPORE SEC LTD.,South,Professional,Government support available,"$7,000to$10,000",https://www.mycareersfuture.sg/job/energy-systems-expert-eth-singapore-sec-0c20646aabe74197e0190416db9ebf93,Sciences / Laboratory / R&D
119,119,"Internet of Things (IoT) Penetration Tester, Red Team",GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/internet-things-penetration-tester-red-team-government-technology-agency-2aaa2afdd14683d3a41e03916801bf86,Information Technology ...
120,120,"Mobile (iOS) Penetration Tester, Red Team",GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/mobile-penetration-tester-red-team-government-technology-agency-3e6a18687f2ec98ba96dcaaaefd06802,Information Technology ...
121,121,Research Engineer (CHEEM),A*STAR RESEARCH ENTITIES,West,Non-executive,,"$2,500to$5,000",https://www.mycareersfuture.sg/job/research-engineer-astar-research-entities-c523346cda6590123c21094ca9fd50af,Sciences / Laboratory / R&D
122,122,Site Reliability Engineer,LIVERAMP PTE. LTD.,Central,Professional,Government support available,"$4,800to$7,000",https://www.mycareersfuture.sg/job/site-reliability-engineer-liveramp-e5efab2c0e283a2aba482d9b577c7e88,Information Technology
125,125,Consultant- Middleware Lead,HCL SINGAPORE PTE. LTD.,Central,Professional,Government support available,"$8,000to$9,000",https://www.mycareersfuture.sg/job/consultant-middleware-lead-hcl-singapore-e9e13429c3842406e4c7de8050eee43d,Information Technology
127,127,Network Automation Engineer (Level 3),IT CONSULTING SOLUTIONS SINGAPORE PTE. LTD.,Central,Professional ...,,"$7,000to$10,200",https://www.mycareersfuture.sg/job/network-automation-engineer-consulting-solutions-singapore-c3d4e2c42926509972a195c185d2a741,Information Technology
130,130,"Assistant Director  /  Senior Manager, Operations Research (Data Science Unit), Planning and Organization Division",Ministry of Home Affairs,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/assistant-director-senior-manager-operations-research-planning-organization-division-ministry-home-affairs-44a19fabd53092ae2a4dfd97dff78744,Others ...
132,132,"Physical Design, Engineer",ADECCO PERSONNEL PTE LTD,Central,Junior Executive,Government support available,"$4,000to$7,000",https://www.mycareersfuture.sg/job/physical-design-engineer-adecco-personnel-01f4be02153be0590ee1e76ecdc47a7e,Engineering
136,136,Research Associate,NATIONAL UNIVERSITY OF SINGAPORE,South,Professional,Government support available,"$5,200to$5,500",https://www.mycareersfuture.sg/job/research-associate-national-university-singapore-427aad4dd58404fa2952828f9af967c3,Sciences / Laboratory / R&D
137,137,Research Engineer,NANYANG TECHNOLOGICAL UNIVERSITY,West,Professional,Government support available,"$3,400to$4,500",https://www.mycareersfuture.sg/job/research-engineer-nanyang-technological-university-67a03554053987571004c56caaf9aa77,Engineering ...
138,138,QA Analyst,ENCORA TECHNOLOGIES PTE. LTD.,East,Senior Management,,"$5,300to$8,000",https://www.mycareersfuture.sg/job/qa-analyst-encora-technologies-c22d20e241d1ca96f3b8160acd4dc251,Information Technology
142,142,"Physical Design, Engineer",ADECCO PERSONNEL PTE LTD,Central,Junior Executive ...,Government support available,"$3,500to$7,000",https://www.mycareersfuture.sg/job/physical-design-engineer-adecco-personnel-4d8f63c50c0788e2152f0a9f237409da,Engineering
146,146,Software Development Engineer,THE SOFTWARE PRACTICE PTE. LTD.,South,Executive,Government support available,"$3,000to$5,000",https://www.mycareersfuture.sg/job/software-development-engineer-software-practice-42f519826cd8df9fb02a6529d788fb5e,Information Technology
149,149,School of Infocomm - Associate Lecturer (Data Centre  /  Cloud Management),Republic Polytechnic,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/school-infocomm-associate-lecturer-republic-polytechnic-f33b2f7bcff3401aa36ca9b88b01cf81,Education and Training ...
150,150,School of Infocomm - Lecturer (Infocomm Security Management),Republic Polytechnic,,,,Salary undisclosed,https://www.mycareersfuture.sg/job/school-infocomm-lecturer-republic-polytechnic-7aefe137a25605370d14e44899fae1a0,Education and Training ...
151,151,Financial Data Analyst – Commodities trading multinational,BLUECHIP PLATFORMS ASIA PTE. LTD.,Central,Senior Executive,,Salary undisclosed,https://www.mycareersfuture.sg/job/financial-data-analyst-%E2%80%93-commodities-trading-multinational-bluechip-platforms-asia-b9b5afecca9c5dd0c62a4b7c94ba08ef,Risk Management ...
154,154,Effects TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Professional,Government support available,"$5,000to$8,000",https://www.mycareersfuture.sg/job/effects-td-artist-lucasfilm-animation-company-singapore-bv-3fca752202e89954985f010521c85662,Others
155,155,Junior FX TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Executive,Government support available,"$3,500to$5,500",https://www.mycareersfuture.sg/job/junior-fx-td-artist-lucasfilm-animation-company-singapore-bv-fe6cf646c07130f72b4585e56105603c,Others
156,156,Senior FX TD Artist,LUCASFILM ANIMATION COMPANY SINGAPORE B.V.,South,Professional,Government support available,"$8,000to$12,000",https://www.mycareersfuture.sg/job/senior-fx-td-artist-lucasfilm-animation-company-singapore-bv-b75f7d51921722e6882eab3752e5d599,Others
157,157,Software Developer (Go Lang Backend),TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,Islandwide,Middle Management,Government support available,"$5,000to$7,000",https://www.mycareersfuture.sg/job/software-developer-techcom-solutions-consultancy-d1fe3c23620ce6e1802c8e0a30fadaf0,Banking and Finance ...
159,159,JR0092880 Firmware Engineer - Intern (Open),INTEL MOBILE COMMUNICATIONS SOUTH EAST ASIA PTE. LTD.,Central,Non-executive,,"$1,600to$3,000",https://www.mycareersfuture.sg/job/jr0092880-firmware-engineer-intern-intel-mobile-communications-south-east-asia-047d03bda5f94ce42248d6432503b0b4,Information Technology
160,160,Cyber Threat Intelligence Analyst,GOVERNMENT TECHNOLOGY AGENCY,,Middle Management,,"$5,000to$9,000",https://www.mycareersfuture.sg/job/cyber-threat-intelligence-analyst-government-technology-agency-5aab74a820a3d6890c4b92ecb1e80e03,Information Technology ...
162,162,DevOps Engineer,DOCDOC PTE. LTD.,Central,Non-executive,Government support available,"$5,500to$7,500",https://www.mycareersfuture.sg/job/devops-engineer-docdoc-2fa993aefa603d6ad76a82c4756a21c3,Information Technology
163,163,Java Developer,SANDBOX CONSULTING PTE. LTD.,Islandwide,Middle Management,Government support available,"$4,000to$8,500",https://www.mycareersfuture.sg/job/java-developer-sandbox-consulting-9e9e7509fe6ecc699dfaef2d040450fd,Information Technology
164,164,Release manager,SANDBOX CONSULTING PTE. LTD.,Islandwide,Middle Management,Government support available,"$4,000to$10,000",https://www.mycareersfuture.sg/job/release-manager-sandbox-consulting-1b60bf6b78d066a6247b02a7d6575568,Information Technology
167,167,School of Engineering - Lecturer (Engineering Design with Business),Republic Polytechnic,,,,"$3,700to$6,300",https://www.mycareersfuture.sg/job/school-engineering-lecturer-republic-polytechnic-f0fbb1d49d7f4edca39e6c6d778e2754,Education and Training ...
168,168,Data Engineer,FPT INFORMATION SYSTEM SINGAPORE PTE. LTD.,Islandwide,Professional,Government support available,"$4,000to$6,000",https://www.mycareersfuture.sg/job/data-engineer-fpt-information-system-singapore-bc0291fbb49ac5361cc9a5932c5b59d7,Information Technology
